song_id,title,artist_id,artist_name
SOOOBCE12A8C134019,What Would You Do,AROBQ0B1187FB404F6,Walter Jackson
SOROLCY12AB0182652,Intro,ARYNSN31187FB4C573,Bizzy Bone Presents
SOWBEBK12AB018306A,When You're Hot_ You're Hot,ARE9SYU1187B9B9838,Jerry Reed
SOLIAYU12A6D4F9923,Kong,ARZCXO91187FB53708,Justin
SOOBRTK12A8C13D6A9,When Those Two Towers Fell,ARPEJMN11F4C84080E,New Roanoke Jug Band
SONROBV12AB0188BC7,Ignis,ARJJRZ41187FB4C856,Floor
SOLWBGS12AB0187EAD,Close Up,ARELA4P1187B991507,Charles Williams
SOOCWAO12AB01852C1,Bo Diddley,AR1VWD91187FB4CE99,The Animals_ Sonny Boy Williamson
SOJDJRK12AB018565D,I'm Not Done,ARUYVDC12086C11D5C,Fever Ray
SOYNXWG12AC468F51A,La Sitiera,ARUT60Q1187B9B90E9,Orquesta Broadway
SOQYKBE12AC46867EE,Teenage Baby (Digitally Remastered),AR8Q4RZ1187FB46BDC,T-Bone Walker
SOHWKQE12A8C142406,It Must Be,ARMBR4Y1187B9990EB,David Martin
SOUYTJK12A6701CD3D,Big Business,AR0CANF1187B9AF35F,Dilated Peoples
SOYVONC12AB0187167,Shadow,ARDDTL91187B9974A7,Warren Barfield
SOQYLQN12AB01801B8,The Truth,ARZJFLE12086C117FF,MN
SOCXXWR12AC468929B,Sittin' On Top of the Wolrd,AR9OLFX1187B9A5762,Bob Wills
SOHLKRL12A8C141B63,Oh Oh Oh Baby,ARYPRAG11F50C48C62,Checkers
SOAZTBX12AC4689A69,Adios...Borron Y Cuenta Nueva,ARYN8YT1187FB38396,Los Iracundos
SOFEAJC12A58A7F3AA,A Hard Road,ARJ9DSA1187B990E00,John And The Bluesbreakers Mayall
SORZPFY12A8C137448,San Xuan,ARVUQIC1187B9A7C66,Hevia
SORRXOY12AB0183759,Isn't That Just Like God (Low Key Performance Track Without Background Vocals),ARK6JC91187B9B4B2D,Babbie Mason
SOADDVU12A8AE47512,Le Zoo De Vincennes,AROGAPH1187B98CF9C,Benabar
SOJMOIF12A8C14397B,Christina Christina Blues,AR8ACFK1187B9B4063,Champion Jack Dupree
SOFPQSC12A58A7B165,Crimson And Clover,ARLDW2Y1187B9B544F,Tommy James & The Shondells
SOPIDCK12AB018DAF8,Barrage,ARELA4P1187B991507,Charles Williams
SOAPUWG12AB017DE50,Mele Wich Ayee (Shaan Remix),ARELFAE1187FB40D0A,Bally Sagoo
SOMOINR12AB0189188,XI GUAN LIANG GE REN,ARMAOIY1187B9A3893,Jerry Yan
SOBAMRQ12A8C141DF3,Faithful and True (Collectors Version),ARRPCKN1187FB5BA2F,Z.Z. Hill
SODYMWS12A8C141577,Laughed At The Judge,ARDGBFI1269FCD6AA6,The Grease Band
SOKNAQC12A58A7EE5C,Outro Duction,ARGEKDX1187FB3A5BF,Marcus Miller
SOBHGWG12A6D4F50D2,He Put The Hurt On Me,ARGXNS21187B999665,Tina Britt
SOVZIXG12AC3DF5331,Murderous Style,ARFZNDU1187FB417FC,X-Static
SOUGZYV12A8C143A6F,You're Welcome To Tonight (Duet w/ Lynn Anderson) (Album Version),AR0NQD81187FB3AD13,Gary Morris
SOHLFWF12A58A7989F,Eu vi a maquina voadora,AR0B5HI1187B9B9DB9,Silvério Pessoa
SORERTC12A8AE454B3,Music Reach (1/2/3/4) (Remastered),AR4L4WQ1187FB51996,The Prodigy
SODMROC12A8C1443E7,I Will Always Love You,ARKRQSV1187B99FB13,Deborah Allen
SOBHRIK12A6D4F6E75,Colonel Brown (1999 Digital Remaster),ARB3YS71187FB4E54E,Tomorrow
SOCYTFB12AB017F7CE,The Tide Is High - Original,ARJPZSG1187FB3E985,John Holt
SOVWNAS12A8C130573,Heart Half Empty,ART09111187FB5BF48,Ty Herndon;Stephanie Bentley
SOCSZYG12AB01871C2,My Greatest Desire,ARH4Z031187B9A71F2,Faye Adams
SOATHUP12A8C131DC3,The Flame,ARDEC2A1187B9A460E,Chimaira
SOESWTI12AB0184D39,Sta giu' (feat. Dj Rockdrive),ARZBYDY1187FB46DD7,Cali
SOSFVEI12A6D4F7C84,The Truth Forever,AR0N0DX1187FB41327,The Master Musicians of Jajouka featuring Bachir Attar
SONOQCH12A6D4FE0EE,Walk With Me,ARMW8O71187B98CD90,Angélla Christie
SOHPFNX12AB018A5FE,Everything You Touch Is a Song,ARFCOGY1187FB454B4,The Winans
SOJDTBL12AB0188BF6,A Brazilian in New York,ARQCHDN1187FB4C7C2,Luiz Bonfa
SODKPPT12A8AE46A99,De Tree Little Pigs,AROIHOI122988FEB8E,Mario Rosenstock
SOPNFTX12A67020455,Get On Top (Album Version),ARE8GLF1187FB52532,Red Hot Chili Peppers
SOIWZZD12A8C14505C,Upon The Shores [Explicit],ARJBWQI1187B9B17D1,Trivium
SOWBRZR12A58A7B5D2,Slimy Little Troll,ARENLSD1241B9C71B9,Mack and Jamie
SOPOTLV12AB017C1F7,Mumbo Jumbo (jazz),ARYZV2X1187B997BE7,Chris Standring
SOBRVRZ12A8C132DE5,First Blood,ARM0RY81187B9AF248,Jerry Goldsmith
SOWTBIV12A8C13B607,Do You Ever Think Of Me,AR9F71I1187FB46CAF,Gordon MacRae
SOKWXEW12A6D4F7F9E,Crawling Up A Hill - version 2 - mono_ live,ARJ9DSA1187B990E00,John Mayall & The Bluesbreakers
SOFLCWE12AC468C2B2,Moon Going Down,ARTDUXM1187B9899ED,Charley Patton
SOZSSJQ12AB01852D1,Hero In A Dream,ARUWB5W1187B98D7A1,Ensiferum
SOEJFMF12A670209F0,Raising Children,ARTJPHB1187B9968E5,The Race
SOGVRQG12A58A7E69B,Epilog,ARIULTJ1187B9A2017,Neviss
SOKQYBC12AB0183C87,Ice Cream Man,AR4TLW81187B99683D,Martin Sexton
SOBHDHC12A6D4FA2A4,Ji Xiang Yan Chu,ARVNIVQ1250941026F,Dylan Kuo
SONKDJU12A67FFB313,No seamos tontos,ARNNHLN1187FB42912,Yahir
SODWSGW12A58A7D4B8,Why Do All Girls Think They're Fat (Album),ARZJ4MI1187B9AF5AF,Reel Big Fish
SOJTSAW12A58A7B6C2,My First Day At School,AR502DZ1187B98F8E1,Brian Dullaghan
SOTJODQ12AB018561C,De Kommissar 1,ARE08BN1187B98FCA3,Der Plan
SOAONEP12A58A7D2B3,De Bombacha Y Alpargatas,ARSWXNX1187FB3D04E,Chango Spasiuk
SOAXQTX12AB017F467,He Jiu Bi Hun,ARFERPC1187FB557F6,Hacken Lee
SOPJBSM12AB0182B14,O Hiroteros Ehthros Mou,ARIJ7MR1187B9B484E,Peggy Zina
SOICEAK12A6D4F4819,Midnight In Memphis,AR93D4D1187FB3ACAD,J.J. Cale
SOWHIHY12AB018B64A,Feelin You,ARPOPBQ11F4C83D36D,DJ Spinn
SOLLWEJ12A8C132B05,This Time I Know,ARMKO9M1187B9B0848,Theodis Ealey
SORBVIZ12A8C13A4BA,God Will Make A Way,ARKYI5T1187B99334F,Janet Paschal
SONCPQC12A58A7D3A7,Spark,ARWHM281187FB3D381,Souls Of Mischief
SONAJJE12A6D4F49A0,Follow Your Dreams (The Plan Album Version),ARI4NXX1187FB59DF2,Raze
SOTUGCE12AB0181409,Destroy Babylon,AR7Y6JX1187FB4D9B3,Bad Brains
SOHKEPR12AB018C9C9,Don't Leave,ARQ0BZY1187B99F093,Everyday Sunday
SOGKVQY12AAF3B28D7,Travel Song (Reprise),AR3KXHI1187FB3A8BF,Dora The Explorer
SOADKNO12AB0182BC7,Cold Blood (LP Version),AR3SEQM1187B98E9E8,Kix
SOQIDEF12A8C139B23,Don't Go Knockin' On My Door,AR03BDP1187FB5B324,Britney Spears
SOVBYLF12AB017EBAC,Sacrifice for the Slaughtergod,ARH8B5X1187FB3B6C0,Skeletonwitch
SOIBAKV12A8C142CE7,Jimi Baby,AR5BX3Y1187FB39E93,Slightly Stoopid
SOTEWGK12AB0185C5A,Wanikaa (Featuring Abramz_ Krazy_ Lyrical G_ Saint Ca and Sylvester),ARS2FUA1187B9ADABF,Indigenous
SOIUODF12A6D4F9C3E,Pass Through My Will,ARAPI451187B9B6E6F,John Michael Talbot
SOGINAY12A8C138666,Full Of Voices,ARS0W831187B9AF0B7,Maximilian Hecker
SOETIGS12AB0186644,More Where That Came From - Original,ARVML4B1187FB52324,Leroy Hutson
SOCVTPO12A8C13414F,I Worship You,ARUZL121187FB4B42D,True Believers
SOLBDEY12AC9E12684,La boîte à hein biloute,ARGSAFR1269FB35070,Blingtones
SOLBDAS12AB018BB6E,Si No Te Hubieras Ido,AROVE3N1187FB44DAD,Charlie Cruz
SOHWVJJ12AB0185F6D,Fool For Your Loving,ARASYMJ1187B9ACAF2,Whitesnake
SOVQWTQ12A8C13D988,Lunes Por La Madrugada,AR937CC1187B99B9B9,Los Abuelos De La Nada
SOHZNER12AAFF43D08,Error,ARZU9NI1187B9AEE08,Babylon Disco
SOBDHIZ12AB0182E18,Winter (Four Seasons),ARP9QX11187FB50EEB,Ulytau
SONNDRB12A8AE46705,Wave,ARMSW7X1187FB5B504,Dave Eggar
SOGDLDE12AB017A28E,Wa'ahila (Instrumental - Bonus Track),ARDAONS11F4C844929,Ray Kane
SOZAFEC12AB018C519,Drive In Saturday - (Tribute to David Bowie),AROLZEM1187B9A805E,Ashes to Ashes
SODTDRC12A81C22C7C,Seuraavassa elämässä,AR22KLC1187B98E812,Kaija Koo
SOZTDIN12AB018AAD1,Bed Crumbs,AR05VW21187FB407B4,Fudge Tunnel
SOVOYJL12A8C142B2A,What'd I Say,AR180PG1187B997BAE,Donnie Brooks
SOJCOPL12AB01886A1,Time to come true,ARVWNTI1269FB34C59,SOJA
SOYMPFK12A8C141D1A,My Life Would Suck Without You,ARJGIOD1187B9AE920,Kelly Clarkson
SOGSBKB12AC9097E0F,J'l'ai pas dit,AR64N1H1187B996199,Edgar Bori
SOCOTRH12A8C13840D,I'm Just Wonderin' Part 2,AR6Y8JF1187B9BA1D5,Jimmy Witherspoon
SOGIAKH12AB0184D05,Hallelujah,ARSVRVA1187B99228A,The Nelons
SOWRILA12A8C1360D0,Sometimes,AR202MX1187B9B0383,Tanto Metro & Devonte
SOQFWIS12A58A7BD61,Falling Bombs,ARNR58F1187FB52FA9,BigElf
SONFOLB12AB01841B9,Whatever's Cool With Me (LP Version),AR9YWMS1187FB43A34,Dinosaur Jr.
SOSBJHW12A6D4FAAB2,Creeper Kamikaze,AR1GNFR1187B9AD1FD,The Exies
SOUDSJF12A8C13C36D,Ja (Hanno's Poppersmonstermix),ARNJVSL1187B99AFD4,2raumwohnung
SOIEJUL12AB0181C12,No More Blues (Chega de Saudade),ARGMXQW1187FB54C34,Eliane Elias
SOAGCNO12AB0187A1A,Revelations,ARE0OLY1187B9AD19F,Jesse Malin and The St. Marks Social
SOJUTCU12AB017EDB4,Siyabonga (Unreleased Bonus Track),AR16T2D1187B98ABF4,Zimbabwe Legit
SOBPHTZ12A8C134095,Journey To Love,ARHZCG01187B99E4DE,Stanley Clarke
SOEIIYR12AB01825B8,I Want It,ARY02GH1187B99B223,Zombie Girl
SOTNLBM12AB0185DD2,Blaue Matrosen (live),ARFY8NV1187B9B1961,Der Moderne Man
SODUNOD12A58A79381,I Live to Be Hated,ARA7WV51187FB532B0,GG Allin
SOKBBBJ12AB018A3BF,Chariots Of Fire,ARUGX5X1187FB468C4,Dino
SOFPGXP12A58A78AAB,Ma Rainey's Black Bottom,ARWQ2DR1187B98FF28,Ma Rainey
SOULLZX12A8C13491F,Alguna Vez,AR1LQNB1187B9A6AE5,La Portuaria
SOHOXXV12A6701BEBF,The Majesty Of Rock,ARWDP431187FB56492,Spinal Tap
SONPVKR12A58A7BA4A,Strange Thing,AR0XSOO1187B9B9E88,Buzzcocks
SOYSRRY12A6310E1C1,It's Not Me,ARW1MUW1187FB4D5A1,3 Doors Down
SOAHRFR12A8C142155,Rotting Fumes,ARI8GY11187B988DF4,Hemdale
SOJUZCX12AB0181D3E,Fausse monnaie,AROVSYC119B3403921,Gus Viseur
SOOQACI12AB0188EC8,Maria,ARWJHW61187B98FA8E,Papa Wemba
SONRARH12A8C139DCC,56 Days,AR609UN1187FB53FA1,Pride Tiger
SOOOJUT12AB01883B9,Hungarian Dances_ WoO 1: No. 12 in D Minor: Presto,ARZOVCV11F4C83D9FA,Bamberg Symphony Orchestra and Hans Swarowsky
SOMEHWS12A8C13727B,Sublime Ensoñacion,ARA373P1187B9A74C7,Barbarito Diez
SOFLDUO12A8C137BC0,Daughter Of Zion,ARS1DCR1187B9A4A56,Winston Reedy
SOUUCMM12A8C1362C3,Come To Find Out,AR5U94U1187FB5CDCF,John Hammond
SORYSJU12A8C144CFA,Victim Of Circumstance,AR8SRQ31187FB4D477,Ten Years After
SOFUBUF12AC3DF98FF,Bubblegum,ARWSMC91187B9AD369,Helen Love
SOFKOUI12A58A7F55C,Ni Gota De Rencor,ARXTM8U1187B99F200,Pablo Montero
SOPZMUP12AB018C070,Airheads,ARJ1W5M1187FB458F3,Sweet
SOLFDCM12A6D4F7A7C,Mary Jane's Last Dance,ARBEBBY1187B9B43DB,Tom Petty And The Heartbreakers
SOZKGKZ12AB017E527,French Touch,ARWI6LR1187FB46E9F,Richard Galliano
SOEKZPU12AC3DF6093,Gangster Of Love,ARTXS851187FB411C7,Chris Farlowe
SOTNBRQ12AC4687F85,Your God Isn't Listening,ARDHKHJ1187B9B62EA,Steve Wilson
SOYHTLZ12A8C1399F7,Sosa (Explicit),ARKQ9JM1187FB57521,A.Z.
SOSHQVN12A6D4F9B21,"Der Wind Hat Mir Ein Lied Erzählt (from ""La Habanera"")",ARH0NCL1187B99B41A,Quadro Nuevo
SOFKTVC12A81C20A23,Señora (bonus track),ARADF5Q1187B98DAE7,Francisco Céspedes
SOAECHX12A6D4FC3D9,Yippiyo-Ay,ARX2DLI1187FB4DD03,The Presets
SOTQGQR12CF5CFD61E,Talk About Us,AR7C6G11187B9B4C1E,Jennifer Lopez
SONIVCV12AB017FEED,Fall In Love [Rub A Dub Mix],AR9RTS51187B996CC8,John Legend [feat. Buju Banton]
SOCTJIL12A67ADAF3F,Bury Your Head,ARGO67V1187B9968D2,Saosin
SOXBWOG12A8C138A74,American Journey/IV. Arts and Sports,AR039B11187B9B30D0,John Williams
SOZUOAK12AB018AA82,Closed Eyes,ARG9E8O1187B99AB4F,Bury Your Dead
SOGFQTK12AB017DE14,I've Won (Introduction - Speaking),ARSVRVA1187B99228A,The Nelons
SOZSKUB12AC4686766,Le gardien de musée,AR27XEH1187FB4EC83,Les Blaireaux
SOUYGWL12A58A7A474,Mudhump,ARFG9M11187FB3BBCB,C-Side & Petit Mal
SORPGNH12A6D4FCDE2,Serve The Ego (Hani Num Dub),ARJJRZ41187FB4C856,Jewel
SOVNZNG12A6D4F763D,Doble Bombo,ARWG0541187FB364EC,Las Ketchup
SOVQWEN12A8C141BD9,Damien,ARTE9CG1187B99B1AF,DMX
SOJMDES12A6D4FD717,A Legend In My Time,AR7CCCC1187FB578FF,Don Gibson
SOMFSJZ12A8C13358D,The President's Speech,ARBM57Q1187B9AF97C,James Horner
SONTEWC12AB0186E51,Sencillamente,AR02YGA1187B9B8AC4,Bersuit Vergarabat
SOERWEA12A6D4F4CB8,Going Home,ARI6OUG1187B989234,Izzy
SOULCEZ12AB0187E3C,Chanson Réaliste,ARQPSAB1269FCD243F,Acorps de Rue
SOWQDJI12AC468AED3,Railroad Boogie,ARXCUQE1187B9ADD91,Pee Wee King
SOWJNKL12A81C21F17,Still In Love,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds
SOWAIRN12AC468B37C,Big Guys Throw Cones,ARYA9ZH119B8668A81,Our Time Down Here
SOSIVYG12A6D4F93A9,Poppin' Them Thangs,ARRXG5Y1187B9AA016,G-Unit
SOVCECZ12A6D4FA35E,Trong Com,AR6AGJV1187FB504BA,Kitaro
SOKCDWG12A8C1398E7,Råskevärsrock,AR2ABYH1187B9A0C67,Bröderna Djup
SOTLYRR12A8C13951F,Danny Boy,AR0X3JJ1187FB3A9A7,Hank Locklin
SOAQCDC12A8C139378,Cajun Blood,AR1JGQT1187FB56878,Jo-El Sonnier
SOCZQSZ12A8AE4604D,Old Broom,AR0DSOO1187B9B855E,Wailing Souls
SONTUMS12AC468A9AA,Poikamies (2009),ARKPDBH1242077DEB1,Murskahumppa
SOPPEBK12A8C13B9CE,Good Looking Girl Blues,ARN7OQ21187FB5A6B3,Furry Lewis
SONZEZK12A8C13A421,Jamboree,AR1ZYLH1187B98C159,Naughty By Nature;Naughty By Nature featuring Zhane
SOOOUDM12AAA15EE2D,Pak shte te obicham,ART9VCW1187B9B6FE6,Lili Ivanova
SOSYMSX12A6310DFE2,Subterranean Homesick Alien,ARH6W4X1187B99274F,Radiohead
SOKVTFS12A8C1336D6,Lullaby,ARB06Z71187B99049A,Seamus Egan
SOCUDXX12A58A76EF9,Til The Victory's Won,ARP32X81187B99EBF5,Vanessa Bell Armstrong
SOEBXFH12AB018607F,Dance_ Gypsy_ Dance,ARMBDNQ1187FB3F3EC,Arthur Tracy
SOAWMWQ12A8C13AF1D,Love Me,AR1PCLK1187FB5BBFF,Angelo Badalamenti
SOCSEYN12A6D4F8178,Tell Me Why,ARXP7MQ1187FB3AC5F,Dave Hollister
SOGCMMV12AB0184BBB,Good Loving,AR8LD3R1187FB4D08F,C.C. Adcock
SORKSWH12A8C1452B4,Rio Grande Waltz,AR0X3JJ1187FB3A9A7,Hank Locklin
SOGEBZO12A67ADF488,Young Blood (2007 Digital Remaster),ARASYMJ1187B9ACAF2,Whitesnake
SOVXYYO12A8C13B254,Red Balloon,ARNNBW81187FB55594,We Show Up On Radar
SOYALFX12A8C143637,Honey I Sugar Pie,AR202MX1187B9B0383,Tanto Metro & Devonte
SOWXWOS12A8C143605,I Won't Let You Go Till You Bless My Soul (Album Version),AR9YS621187FB5AC07,The Clark Sisters
SOLHVZC12A8C14307F,Stand By Your Man,ARM5JLS1187FB3615B,Tammy Wynette
SOFOOEV12A8AE44CA3,El Arte De Amar,ARQGNEN1187FB4494C,Gabinete Caligari
SOHBOWM12AB018446A,Acension Final Chord Rising,AR1WU211187FB57E2B,Terry Riley
SOCMHBT12A8C13D634,Phylyps Trak II/II,AR2CM6U1187B999EB7,Basic Channel
SOYNESO12AB018782B,The Trolley Song (Live Album Version),ARODP5P1187FB40142,Eddie Cano
SOHGYDF12A6D4FCD5E,Get Up & Go,AR3DYAD1187FB3964E,Chet Atkins
SOBHIVO12AB0182476,Pinini Reggae,AR69GPS1187B99E556,SUMO
SOHPWKA12A8C13864B,Irresistible! (Maurel & Fauvrelle LESS Mix),ARPLE851187B9B2B7C,Superchumbo
SOFWMDO12A8C135956,Liquid Frequencies (liquid Soul Mix),ARMFGS71187B98ED03,liquid soul & freq
SOIKOBP12AB01897DA,Ye That Tempteth_ Ye That Bequeth,AR0I2BV1187FB3D89F,Enslavement Of Beauty
SOKWIDU12CF5F87DA3,Slip Out The Back (Album Version),ARHU9211187B9B7E0E,Fort Minor (Featuring Mr. Hahn)
SOPOFBK12AF729EEBE,Answer In The Question,ARBOG0H1187B99F775,MxPx
SOPOZOQ12A58A76660,Be Good To Me,ARKJVHY11E2835E76B,Sonny Terry & Brownie McGhee
SOGIZJH12AB01822B5,Banana Man,ARDL6T21187FB36FDD,C.J. Chenier
SOBXFLQ12A6D4F3578,El Cara Bonita,ARPPTNG11F50C482A3,Mercedes Castro
SOCSFMW12AB01826F2,Lonesome Road (1995 Digital Remaster),ARGMRRK1187FB5BE1F,Dean Elliott And His Big Band
SOQLXXN12AB01800CD,Chocolate,ARVN9FZ1187FB393F1,Snow Patrol
SOPAZAM12A6D4F6F05,You Are God (Broken Album Version),ARVMFE61187B992463,Darwin Hobbs
SOUHBIP12AF72A14DA,It Has Been A Long Time_ Hasn't It,ARWQQYJ1187B9ADC4C,Anubis Spire
SORUPLP12A8C14177E,Humppa,ARWRS4D1187FB3FCD4,Elakelaiset
SODHSPZ12AB0185645,Hey Joe,ARVSDB11187FB4270B,The Creation
SOAUAOA12AB018776D,Fall Away Into Darkness,AR573WK1187FB47167,The Balustrade Ensemble
SOETFQZ12A8C13C7DA,Neon Rainbow,ARMJAGH1187FB546F3,The Box Tops
SOUWBCT12AB01846F6,Glo-Billy-Vee-Vee,AR6DD3C1187FB3D775,Beaver Harris
SOQYHCL12A8C13E707,Risen From Within,ARF3L8J1187B9B7866,Astarte
SOCFESM12A8C131EA8,Brokÿn Nëedle,ARIUHYM1187B9AEAE4,Ultimate Fakebook
SORUWYJ12AB0181EBF,Empty Arms,ART3O5Z1187B9AB043,Stevie Ray Vaughan And Double Trouble
SOTVSQV12AB018767D,Bounce Back,ARPOPBQ11F4C83D36D,DJ Spinn
SOXDMYX12AB01890CA,winning friends,ARU24791187B996E24,Prisma
SOVUDJB12A6D4F68C4,Blues,ARB29H41187B98F0EF,Terry Callier
SOSIVPO12AB017D5E9,Hel Vete,ARB5TJM1187B9A71FD,Finntroll
SOKBCLG12A8C13DAA5,Guardian Angel,ARNQ7UN1187B98EE77,Novaspace
SOXUAQZ12AB0184442,Maybe I'm Crazy (Single original version_ 2008 Digital Remaster),AR31G891187FB3892D,Laid Back
SOHXASU12A6D4F6B1C,If I Run,ARP96FM1187B9AEA77,Semisonic
SOOPBZY12AB018379D,Melodioso,AR7CCS31187B98C531,Tom Barabas
SOMSHMQ12A58A7EC79,Heart Of The City (Soul and R&B),ARUG6DV1187B992475,Willie Clayton
SOIVHQA12AB017DBDB,Shuncata Penda,AR2PNSZ1187B9AF0A4,Pardesi
SOSWEUH12AB0186F22,Melodica,ARWYDXE12420780913,Baby Grand
SOQBETA12CF5702399,Between Eunice & Opelousas,ARMEUT11187B9BA155,Steve Riley & The Mamou Playboys
SOMMUOG12AB01821FF,Sailing,ARMLW331187B9923F9,DJ Ostkurve
SOHNBNW12A6D4F7323,Monarchy Now,AR5DXUU1187B9B0E42,Falco
SOVTZLS12AB0184CB5,Hi Ho Silver,ARHK7A51187FB411D8,Roy Rogers
SODJOWL12AC468D389,Slamka Spasa,ARO89GU1187B98ADA2,Reni
SOBFZDQ12AB0188B04,Kanaka 'o Mose,ARN5BHA1187B99E072,Leonard Kwan
SOYHZWP12A58A7C176,Shake Some Action,ARWD82K1187B98CFF2,Cracker
SOEQKKP12AC3DFA097,Nun singet und seid froh,ARWXHRS1241B9C7A1E,Thomas Battenstein
SONATVQ12A6D4FAF73,Rápido Nos Vamos,ARJAOPV1187B9A96D9,Javier Mendoza Band
SOYUMRC12A8AE452DE,El Mes Alt,ARQFPCY1187FB552CE,Sapo
SOZNDLW12A6D4FB4C5,I Love You More Than You'll Ever Know (LP Version),ARTB5PP1187FB523B7,Donny Hathaway
SORSIBU12AC468E2E3,Ascolta mio dio,ARPKGV01187B9939F5,The Charms
SORLIQE12AF72A3375,Road Warrior's Lament,ARBQPXY1187B98D67B,Kris Kristofferson
SOUKEVR12CF4FFF27D,FRIENDS IN FALL RIVER  (LP Version),AR10USD1187B99F3F1,Silverstein
SOWXKLQ12A8C13C221,Exaltation,AR6J3X81187FB59A7B,Matisyahu
SOUKQWD12AB017F89D,Punchdrunk,ARJXULI11F4C83C865,Béla Fleck
SOEWLTH12A6D4F8E29,Morena Boca De Ouro,ARRLCY71187B9A0FC6,Jongo Trio
SOOLVIB12A8C1408E2,Brother,ARSW5F51187FB4CFC9,Alice In Chains
SODWZGN12A8C142A38,Two Tickets To Paradise,ARWZSFC1187FB567BF,Eddie Money
SOYJCVS12AB01869B2,McDermott's / Boys of Blue Hill,ARB06Z71187B99049A,Séamus Egan
SORFAAB12A6D4F7EAC,Rockin' Every Night (Live),AR56P361187B9AC4DB,Gary Moore
SOSJQKV12A8AE46270,Walk Away,AR0S7TA1187FB4D024,Christina Aguilera
SOBJUNO12A8C13D478,Everything's Gone,ARJA5XT1187B9B89AA,David Tao
SOHEJGY12A8C13A71E,La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07),ARIP54S1187FB53259,Jaime Urrutia
SOYYXTC12A8C143393,Roger Milla (Stadium Mix),AR5RA3W1187B9B4A22,Pepe Kalle
SOMQZOX12AB01896D6,Dem a Talk,ARTTFAQ1187B98E4FA,Kiprich
SOHEYVW12A8C131DAF,Forever Consumed Oblivion,AREY3RN1187B993C5F,Goatwhore
SOIUCMV12AB017DEDB,Mais La Vie,ARYVLXY1187FB373B0,Maurane / Lara Fabian
SODGUVC12A8C142EBA,Doggin' Around,AR7LIU31187B98EF11,Rita Chiarelli
SOKXTEN12A8C13B438,Enero en la playa (Edit),ARL6UP41187FB5C604,Facto Delafe y las flores azules
